Player,Team,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated...13,ASTAdj,AST ToPass%,AST ToPass% Adj,game_date
Boris Diaw,SAS,1,1,0,18.7,32,27,3,0,6,9,3,9.4,9.4,10%2F30%2F2015
Bradley Beal,WAS,1,1,0,29.7,41,55,3,1,6,13,6,7.3,14.6,10%2F30%2F2015
Brandon Bass,LAL,1,0,1,20.2,20,15,1,0,3,3,1,5,5,10%2F30%2F2015
Brandon Knight,PHX,1,1,0,33.1,53,65,4,1,9,11,6,7.5,11.3,10%2F30%2F2015
Brandon Rush,GSW,1,1,0,5.9,6,6,0,0,1,0,0,0,0,10%2F30%2F2015
Brook Lopez,BKN,1,0,1,32,31,38,4,0,5,10,5,12.9,16.1,10%2F30%2F2015
C.J. Watson,ORL,1,0,1,21,43,44,3,0,5,6,3,7,7,10%2F30%2F2015
CJ McCollum,POR,1,0,1,33.3,36,53,3,0,5,5,3,8.3,8.3,10%2F30%2F2015
Chris Bosh,MIA,1,0,1,33.2,31,33,3,0,4,6,3,9.7,9.7,10%2F30%2F2015
Chris Copeland,MIL,1,0,1,8.8,11,8,1,0,1,0,0,9.1,0,10%2F30%2F2015
Chris Johnson,UTA,1,1,0,3.8,4,3,1,0,1,2,1,25,25,10%2F30%2F2015
Christian Wood,PHI,1,0,1,5.5,7,8,0,0,0,0,0,0,0,10%2F30%2F2015
Clint Capela,HOU,1,0,1,17.8,27,14,1,0,2,2,1,3.7,3.7,10%2F30%2F2015
Cody Zeller,CHA,1,0,1,16.9,22,15,0,0,2,0,0,0,0,10%2F30%2F2015
Corey Brewer,HOU,1,0,1,29,19,24,2,1,3,4,3,10.5,15.8,10%2F30%2F2015
Cory Joseph,TOR,1,1,0,18.2,35,42,2,0,4,5,2,5.7,5.7,10%2F30%2F2015
D'Angelo Russell,LAL,1,0,1,23,30,40,2,0,7,7,3,6.7,10,10%2F30%2F2015
D.J. Augustin,DEN,1,1,0,28.2,28,34,5,0,9,15,6,17.9,21.4,10%2F30%2F2015
Damian Lillard,POR,1,0,1,36.8,57,75,6,1,9,14,7,10.5,12.3,10%2F30%2F2015
Damien Inglis,MIL,1,0,1,3.3,5,2,0,0,1,0,0,0,0,10%2F30%2F2015
Danilo Gallinari,DEN,1,0,1,33.4,21,26,1,0,4,0,0,4.8,0,10%2F30%2F2015
Danny Green,SAS,1,1,0,26.6,33,27,2,0,2,4,2,6.1,6.1,10%2F30%2F2015
Darrell Arthur,DEN,1,0,1,26.4,27,20,2,0,2,5,2,7.4,7.4,10%2F30%2F2015
Darren Collison,SAC,1,1,0,23.8,45,54,3,1,11,8,5,6.7,11.1,10%2F30%2F2015
David Lee,DAL,1,0,1,17,28,19,2,0,5,5,2,7.1,7.1,10%2F30%2F2015
David West,SAS,1,1,0,14.1,20,15,0,0,3,0,0,0,0,10%2F30%2F2015
DeMar DeRozan,TOR,1,1,0,34.8,51,63,6,1,13,19,8,11.8,15.7,10%2F30%2F2015
DeMarcus Cousins,SAC,1,1,0,28.4,43,40,3,0,7,7,3,7,7,10%2F30%2F2015
DeMarre Carroll,TOR,1,1,0,34.7,39,43,2,0,4,5,2,5.1,5.1,10%2F30%2F2015
Dennis Schroder,ATL,1,1,0,33,60,69,2,1,7,7,4,3.3,6.7,10%2F30%2F2015
Derrick Favors,UTA,1,1,0,29.3,47,42,1,0,2,2,1,2.1,2.1,10%2F30%2F2015
Derrick Rose,CHI,1,0,1,34.5,65,72,6,1,10,14,7,9.2,10.8,10%2F30%2F2015
Devin Booker,PHX,1,1,0,2.4,0,2,0,0,0,0,0,0,0,10%2F30%2F2015
Dewayne Dedmon,ORL,1,0,1,12.9,16,8,0,0,1,0,0,0,0,10%2F30%2F2015
Dion Waiters,OKC,1,1,0,28.6,15,16,2,0,4,5,2,13.3,13.3,10%2F30%2F2015
Donald Sloan,BKN,1,0,1,4.6,12,13,0,0,2,0,0,0,0,10%2F30%2F2015
Doug McDermott,CHI,1,0,1,14.5,12,14,2,0,2,5,2,16.7,16.7,10%2F30%2F2015
Draymond Green,GSW,1,1,0,31.2,60,42,7,0,14,18,7,11.7,11.7,10%2F30%2F2015
Drew Gooden,WAS,1,1,0,8.5,10,4,0,0,0,0,0,0,0,10%2F30%2F2015
Dwight Howard,HOU,1,0,1,21.8,36,32,2,0,6,8,4,5.6,11.1,10%2F30%2F2015
Dwyane Wade,MIA,1,0,1,30.4,21,33,3,0,6,5,2,14.3,9.5,10%2F30%2F2015
E'Twaun Moore,CHI,1,0,1,18.3,10,9,0,0,1,0,0,0,0,10%2F30%2F2015
Ed Davis,POR,1,0,1,19.7,23,12,1,0,1,3,1,4.3,4.3,10%2F30%2F2015
Elfrid Payton,ORL,1,0,1,36.8,71,79,5,0,12,16,8,7,11.3,10%2F30%2F2015
Elijah Millsap,UTA,1,1,0,5.4,3,5,0,0,1,0,0,0,0,10%2F30%2F2015
Emmanuel Mudiay,DEN,1,0,1,26.5,48,65,2,2,9,5,5,4.2,10.4,10%2F30%2F2015
Enes Kanter,OKC,1,1,0,18,31,16,0,0,0,0,0,0,0,10%2F30%2F2015
Eric Bledsoe,PHX,1,1,0,33.2,59,74,3,0,14,12,6,5.1,10.2,10%2F30%2F2015
Eric Moreland,SAC,1,1,0,3.7,4,3,0,0,0,0,0,0,0,10%2F30%2F2015
Erick Green,DEN,1,0,1,1.5,2,2,0,0,0,0,0,0,0,10%2F30%2F2015
Ersan Ilyasova,ORL,1,1,0,21.8,31,17,0,0,0,0,0,0,0,10%2F30%2F2015
Evan Fournier,ORL,1,0,1,44.7,44,58,3,0,6,7,3,6.8,6.8,10%2F30%2F2015
Evan Turner,BOS,1,0,1,27.5,36,38,1,0,4,5,2,2.8,5.6,10%2F30%2F2015
Festus Ezeli,GSW,1,1,0,24.7,25,24,1,1,2,3,2,4,8,10%2F30%2F2015
Frank Kaminsky,CHA,1,0,1,13.5,24,17,1,0,1,4,2,4.2,8.3,10%2F30%2F2015
Garrett Temple,WAS,1,1,0,0.1,0,0,0,0,0,0,0,0,0,10%2F30%2F2015
Gary Harris,DEN,1,0,1,17.9,13,20,1,0,1,2,1,7.7,7.7,10%2F30%2F2015
Gary Neal,WAS,1,1,0,22,23,33,2,0,2,5,2,8.7,8.7,10%2F30%2F2015
Gerald Green,MIA,1,0,1,16.1,8,15,0,0,1,0,0,0,0,10%2F30%2F2015
Giannis Antetokounmpo,MIL,1,0,1,34.2,37,39,2,1,7,4,3,5.4,8.1,10%2F30%2F2015
Goran Dragic,MIA,1,0,1,33.6,54,61,6,0,12,16,6,11.1,11.1,10%2F30%2F2015
Gordon Hayward,UTA,1,1,0,31.2,41,46,4,0,8,12,5,9.8,12.2,10%2F30%2F2015
Gorgui Dieng,MIN,1,1,0,13.3,8,9,0,0,1,0,0,0,0,10%2F30%2F2015
Greg Monroe,MIL,1,0,1,34.9,47,49,3,1,11,14,7,6.4,14.9,10%2F30%2F2015
Greivis Vasquez,MIL,1,0,1,16.6,40,39,5,2,7,11,7,12.5,17.5,10%2F30%2F2015
Harrison Barnes,GSW,1,1,0,26.5,25,31,2,2,3,5,4,8,16,10%2F30%2F2015
Hassan Whiteside,MIA,1,0,1,36,34,19,2,0,2,5,2,5.9,5.9,10%2F30%2F2015
Hollis Thompson,PHI,1,0,1,31.5,29,30,1,0,5,2,1,3.4,3.4,10%2F30%2F2015
Ian Clark,GSW,1,1,0,4.6,13,17,2,0,3,5,3,15.4,23.1,10%2F30%2F2015
Isaiah Canaan,PHI,1,0,1,31.2,63,71,2,0,6,4,2,3.2,3.2,10%2F30%2F2015
Isaiah Thomas,BOS,1,0,1,29.1,49,64,7,0,13,17,7,14.3,14.3,10%2F30%2F2015
JR Smith,CLE,1,1,0,22.3,18,25,0,0,2,2,1,0,5.6,10%2F30%2F2015
JaKarr Sampson,DEN,1,0,1,20.5,24,24,1,0,2,2,1,4.2,4.2,10%2F30%2F2015
Jae Crowder,BOS,1,0,1,33.9,38,33,4,0,8,9,4,10.5,10.5,10%2F30%2F2015
Jahlil Okafor,PHI,1,0,1,36.1,28,39,1,0,5,6,3,3.6,10.7,10%2F30%2F2015
Jameer Nelson,DEN,1,0,1,25.7,40,50,4,2,12,9,6,10,15,10%2F30%2F2015
James Anderson,SAC,1,1,0,4.5,5,6,0,0,0,0,0,0,0,10%2F30%2F2015
James Ennis III,NOP,1,0,1,1.5,2,1,1,0,1,2,1,50,50,10%2F30%2F2015
James Harden,HOU,1,0,1,37,52,65,5,0,11,14,7,9.6,13.5,10%2F30%2F2015
James Johnson,TOR,1,1,0,7.9,8,6,1,0,2,4,2,12.5,25,10%2F30%2F2015
James Jones,CLE,1,1,0,1.5,4,1,0,0,0,0,0,0,0,10%2F30%2F2015
James Michael McAdoo,GSW,1,1,0,7.4,8,9,1,0,1,2,1,12.5,12.5,10%2F30%2F2015
Jared Cunningham,CLE,1,1,0,9.2,8,13,2,0,2,5,2,25,25,10%2F30%2F2015
Jared Dudley,WAS,1,1,0,25.4,34,18,2,0,3,5,2,5.9,5.9,10%2F30%2F2015
Jared Sullinger,BOS,1,0,1,14.2,17,12,1,0,2,3,1,5.9,5.9,10%2F30%2F2015
Jarrett Jack,BKN,1,0,1,27,67,75,7,0,13,14,7,10.4,10.4,10%2F30%2F2015
Jason Thompson,TOR,1,1,0,6.4,16,12,0,0,2,0,0,0,0,10%2F30%2F2015
Jeff Teague,ATL,1,1,0,33.7,50,61,4,0,10,9,4,8,8,10%2F30%2F2015
Jerami Grant,PHI,1,0,1,25.5,37,35,2,0,4,5,2,5.4,5.4,10%2F30%2F2015
Jeremy Lamb,CHA,1,0,1,14.6,15,18,1,0,2,2,1,6.7,6.7,10%2F30%2F2015
Jeremy Lin,CHA,1,0,1,27.1,37,48,4,2,6,10,6,10.8,16.2,10%2F30%2F2015
Jerryd Bayless,MIL,1,0,1,27,32,43,4,0,2,7,3,12.5,9.4,10%2F30%2F2015
Jimmy Butler,CHI,1,0,1,42.1,44,57,0,1,5,0,1,0,2.3,10%2F30%2F2015
Joakim Noah,CHI,1,0,1,17.5,25,19,2,0,4,4,2,8,8,10%2F30%2F2015
Joe Harris,CLE,1,1,0,1.5,0,1,0,0,0,0,0,0,0,10%2F30%2F2015
Joe Ingles,UTA,1,1,0,13.7,20,19,0,0,3,3,2,0,10,10%2F30%2F2015
Joe Johnson,MIA,1,0,1,25.2,29,26,1,0,5,3,1,3.4,3.4,10%2F30%2F2015
Joffrey Lauvergne,DEN,1,0,1,16.3,27,19,2,0,4,7,3,7.4,11.1,10%2F30%2F2015
John Wall,WAS,1,1,0,33.9,77,84,10,0,12,27,11,13,14.3,10%2F30%2F2015
Johnny O'Bryant III,MIL,1,0,1,27.7,32,25,2,0,6,5,3,6.3,9.4,10%2F30%2F2015
Jon Leuer,PHX,1,1,0,14.6,20,13,2,0,2,4,2,10,10,10%2F30%2F2015
Jonas Jerebko,BOS,1,0,1,8.1,5,4,0,0,0,0,0,0,0,10%2F30%2F2015
Jonas Valanciunas,TOR,1,1,0,23.3,28,22,2,0,2,4,2,7.1,7.1,10%2F30%2F2015
Jordan Clarkson,LAL,1,0,1,28.5,23,41,0,0,4,2,1,0,4.3,10%2F30%2F2015
Josh McRoberts,MIA,1,0,1,13.4,23,15,1,0,5,2,1,4.3,4.3,10%2F30%2F2015
Julius Randle,LAL,1,0,1,16.2,37,20,1,0,2,3,1,2.7,2.7,10%2F30%2F2015
Justise Winslow,MIA,1,0,1,18.8,16,13,1,0,0,2,1,6.3,6.3,10%2F30%2F2015
KJ McDaniels,HOU,1,0,1,4.5,1,4,0,0,0,0,0,0,0,10%2F30%2F2015
Karl-Anthony Towns,MIN,1,1,0,33.2,30,32,2,0,4,4,2,6.7,6.7,10%2F30%2F2015
Kawhi Leonard,SAS,1,1,0,25.8,27,33,1,0,2,2,1,3.7,3.7,10%2F30%2F2015
Kelly Olynyk,BOS,1,0,1,16.6,25,21,0,0,2,2,1,0,4,10%2F30%2F2015
Kelly Oubre Jr.,WAS,1,1,0,1.1,0,0,0,0,0,0,0,0,0,10%2F30%2F2015
Kemba Walker,CHA,1,0,1,34.6,64,71,6,1,12,15,7,9.4,10.9,10%2F30%2F2015
Kenneth Faried,DEN,1,0,1,26.8,40,25,1,0,4,2,1,2.5,2.5,10%2F30%2F2015
Kent Bazemore,ATL,1,1,0,30.6,26,27,1,1,2,2,2,3.8,7.7,10%2F30%2F2015
Kentavious Caldwell-Pope,DET,1,1,0,38.6,26,28,2,0,4,5,2,7.7,7.7,10%2F30%2F2015
Kevin Durant,OKC,1,1,0,53.5,45,62,2,1,11,7,4,4.4,8.9,10%2F30%2F2015
Kevin Garnett,MIN,1,1,0,22.3,33,15,0,0,1,0,0,0,0,10%2F30%2F2015
Kevin Love,CLE,1,1,0,33.1,55,43,5,0,9,9,4,9.1,7.3,10%2F30%2F2015
Kevin Martin,SAS,1,1,0,21.3,18,27,1,0,2,3,1,5.6,5.6,10%2F30%2F2015
Khris Middleton,MIL,1,0,1,38.9,41,49,5,1,9,11,6,12.2,14.6,10%2F30%2F2015
Klay Thompson,GSW,1,1,0,24.1,19,28,0,0,3,1,1,0,5.3,10%2F30%2F2015
Kobe Bryant,LAL,1,0,1,22.2,24,32,3,0,6,6,3,12.5,12.5,10%2F30%2F2015
Kosta Koufos,SAC,1,1,0,21.3,25,19,2,0,2,4,2,8,8,10%2F30%2F2015
Kris Humphries,ATL,1,1,0,14.2,18,8,0,0,0,0,0,0,0,10%2F30%2F2015
Kyle Anderson,SAS,1,1,0,10.9,19,15,0,0,1,0,0,0,0,10%2F30%2F2015
Kyle Lowry,TOR,1,1,0,34.2,74,77,9,0,15,23,9,12.2,12.2,10%2F30%2F2015
Kyle Singler,OKC,1,1,0,12.6,5,7,0,0,0,0,0,0,0,10%2F30%2F2015
LaMarcus Aldridge,SAS,1,1,0,29.6,40,38,4,0,6,10,4,10,10,10%2F30%2F2015
Lamar Patterson,ATL,1,1,0,21.2,23,21,3,0,3,8,3,13,13,10%2F30%2F2015
LeBron James,CLE,1,1,0,33.9,37,56,4,0,8,10,4,10.8,10.8,10%2F30%2F2015
Leandro Barbosa,GSW,1,1,0,19.4,21,24,2,0,2,4,2,9.5,9.5,10%2F30%2F2015
Lou Williams,LAL,1,0,1,26.1,17,24,5,0,8,17,6,29.4,35.3,10%2F30%2F2015
Luis Montero,POR,1,0,1,2.4,4,5,0,0,0,0,0,0,0,10%2F30%2F2015
Luis Scola,TOR,1,1,0,22.4,38,29,1,1,2,0,1,2.6,2.6,10%2F30%2F2015
Luol Deng,MIA,1,0,1,29.2,22,17,2,1,3,4,4,9.1,18.2,10%2F30%2F2015
Manu Ginobili,SAS,1,1,0,21.6,42,48,4,0,8,13,5,9.5,11.9,10%2F30%2F2015
Marcelo Huertas,LAL,1,0,1,18.3,31,36,4,2,7,9,6,12.9,19.4,10%2F30%2F2015
Marcin Gortat,WAS,1,1,0,26.5,34,27,1,0,5,2,1,2.9,2.9,10%2F30%2F2015
Marco Belinelli,SAC,1,1,0,22.2,21,28,2,0,6,6,3,9.5,14.3,10%2F30%2F2015
Marcus Morris Sr.,DET,1,1,0,41.8,39,31,2,0,5,5,2,5.1,5.1,10%2F30%2F2015
Marcus Smart,BOS,1,0,1,28.4,36,38,2,0,6,6,3,5.6,8.3,10%2F30%2F2015
Mario Chalmers,MIA,1,0,1,14.4,26,34,2,0,4,4,2,7.7,7.7,10%2F30%2F2015
Mario Hezonja,ORL,1,0,1,14.3,12,14,0,0,2,0,0,0,0,10%2F30%2F2015
Markel Brown,BKN,1,0,1,8.4,4,7,1,0,1,2,1,25,25,10%2F30%2F2015
Markieff Morris,WAS,1,1,0,34.4,47,43,2,1,6,4,3,4.3,6.4,10%2F30%2F2015
Marreese Speights,GSW,1,1,0,12.7,16,21,1,1,1,2,2,6.3,12.5,10%2F30%2F2015
Marvin Williams,CHA,1,0,1,35.6,55,42,3,0,6,10,4,5.5,7.3,10%2F30%2F2015
Mason Plumlee,POR,1,0,1,25.6,25,25,1,1,5,4,3,4,12,10%2F30%2F2015
Matthew Dellavedova,CLE,1,1,0,27,58,55,10,1,14,21,11,17.2,19,10%2F30%2F2015
Maurice Harkless,POR,1,0,1,24,29,27,1,1,4,2,2,3.4,6.9,10%2F30%2F2015
Meyers Leonard,POR,1,0,1,17.6,23,16,2,0,2,5,2,8.7,8.7,10%2F30%2F2015
Michael Carter-Williams,MIL,1,0,1,35.5,79,78,11,0,18,29,12,13.9,15.2,10%2F30%2F2015
Mike Miller,DEN,1,0,1,9.3,16,7,0,0,0,0,0,0,0,10%2F30%2F2015
Mike Scott,ATL,1,1,0,13,15,10,3,0,3,7,3,20,20,10%2F30%2F2015
Miles Plumlee,MIL,1,0,1,13.1,19,11,0,0,2,0,0,0,0,10%2F30%2F2015
Mirza Teletovic,PHX,1,1,0,2.4,3,1,0,0,0,0,0,0,0,10%2F30%2F2015
Mo Williams,CLE,1,1,0,25.8,51,53,3,0,10,7,3,5.9,5.9,10%2F30%2F2015
Montrezl Harrell,HOU,1,0,1,21.2,24,24,0,0,3,0,0,0,0,10%2F30%2F2015
Nemanja Bjelica,MIN,1,1,0,25.7,42,18,1,0,5,2,1,2.4,2.4,10%2F30%2F2015
Nene,WAS,1,1,0,21.5,36,30,4,0,8,12,5,11.1,13.9,10%2F30%2F2015
Nerlens Noel,PHI,1,0,1,35.8,61,41,2,0,3,6,3,3.3,4.9,10%2F30%2F2015
Nick Young,LAL,1,0,1,21.7,18,17,3,0,7,7,3,16.7,16.7,10%2F30%2F2015
Nicolas Batum,CHA,1,0,1,33.4,54,51,4,1,12,10,5,7.4,9.3,10%2F30%2F2015
Nik Stauskas,PHI,1,0,1,21.3,21,22,2,0,3,4,2,9.5,9.5,10%2F30%2F2015
Nikola Jokic,DEN,1,0,1,18.2,17,12,1,0,2,3,1,5.9,5.9,10%2F30%2F2015
Nikola Mirotic,CHI,1,0,1,38.5,53,42,0,0,2,0,0,0,0,10%2F30%2F2015
Nikola Vucevic,ORL,1,0,1,45.1,45,45,0,0,7,0,1,0,2.2,10%2F30%2F2015
Noah Vonleh,POR,1,0,1,21,23,11,1,0,2,3,1,4.3,4.3,10%2F30%2F2015
Omri Casspi,SAC,1,1,0,22,31,22,2,0,5,4,2,6.5,6.5,10%2F30%2F2015
Otto Porter Jr.,WAS,1,1,0,31,32,35,3,0,5,6,3,9.4,9.4,10%2F30%2F2015
P.J. Tucker,PHX,1,1,0,23.8,18,18,1,1,4,4,3,5.6,16.7,10%2F30%2F2015
PJ Hairston,MEM,1,0,1,16.6,16,20,0,0,4,0,0,0,0,10%2F30%2F2015
Pat Connaughton,POR,1,0,1,2.7,3,5,0,0,0,0,0,0,0,10%2F30%2F2015
Patrick Beverley,HOU,1,0,1,20.9,32,30,2,0,2,7,3,6.3,9.4,10%2F30%2F2015
Patrick Patterson,TOR,1,1,0,24.7,43,31,0,0,5,0,0,0,0,10%2F30%2F2015
Patty Mills,SAS,1,1,0,18.4,36,37,3,0,7,7,3,8.3,8.3,10%2F30%2F2015
Pau Gasol,CHI,1,0,1,32.1,43,36,3,0,9,9,4,7,9.3,10%2F30%2F2015
Paul Millsap,ATL,1,1,0,36.9,52,40,4,0,11,10,4,7.7,7.7,10%2F30%2F2015
Rajon Rondo,SAC,1,1,0,23.8,47,50,8,2,12,14,9,17,19.1,10%2F30%2F2015
Ramon Sessions,WAS,1,1,0,26.2,35,46,0,0,1,0,0,0,0,10%2F30%2F2015
Randy Foye,OKC,1,0,1,8.4,6,8,0,0,0,0,0,0,0,10%2F30%2F2015
Rasual Butler,SAS,1,1,0,11.2,9,11,0,0,1,0,0,0,0,10%2F30%2F2015
Raul Neto,UTA,1,1,0,20.5,32,38,3,2,7,8,6,9.4,18.8,10%2F30%2F2015
Ray McCallum,SAS,1,1,0,5.8,8,8,0,0,0,0,0,0,0,10%2F30%2F2015
Reggie Bullock,DET,1,1,0,14.7,7,7,0,0,3,0,0,0,0,10%2F30%2F2015
Reggie Jackson,DET,1,1,0,37.1,57,81,7,3,14,16,12,12.3,21.1,10%2F30%2F2015
Richard Jefferson,CLE,1,1,0,24.4,8,17,0,0,1,2,1,0,12.5,10%2F30%2F2015
Richaun Holmes,PHI,1,0,1,6.2,4,2,0,0,1,0,0,0,0,10%2F30%2F2015
Ricky Rubio,MIN,1,1,0,30.4,61,68,8,0,19,19,9,13.1,14.8,10%2F30%2F2015
Robert Sacre,LAL,1,0,1,4.1,5,5,0,0,0,0,0,0,0,10%2F30%2F2015
Rodney Hood,UTA,1,1,0,22.6,23,33,1,0,4,3,1,4.3,4.3,10%2F30%2F2015
Rondae Hollis-Jefferson,BKN,1,0,1,26.2,24,23,0,0,1,0,0,0,0,10%2F30%2F2015
Ronnie Price,PHX,1,1,0,10.5,21,23,2,0,4,5,3,9.5,14.3,10%2F30%2F2015
Roy Hibbert,LAL,1,0,1,21.3,19,14,0,0,0,0,0,0,0,10%2F30%2F2015
Rudy Gay,SAC,1,1,0,31.4,40,35,3,0,5,7,3,7.5,7.5,10%2F30%2F2015
Rudy Gobert,UTA,1,1,0,31.5,43,29,2,0,5,5,2,4.7,4.7,10%2F30%2F2015
Russell Westbrook,OKC,1,1,0,47.6,65,98,8,1,17,20,10,12.3,15.4,10%2F30%2F2015
Ryan Kelly,LAL,1,0,1,27.7,35,16,1,0,3,2,1,2.9,2.9,10%2F30%2F2015
Sam Dekker,HOU,1,0,1,4.5,7,2,0,0,1,0,0,0,0,10%2F30%2F2015
Sasha Kaun,CLE,1,1,0,1.5,2,1,0,0,0,0,0,0,0,10%2F30%2F2015
Serge Ibaka,OKC,1,1,0,32.7,24,16,0,0,2,0,0,0,0,10%2F30%2F2015
Sergey Karasev,BKN,1,0,1,2.4,1,2,0,0,0,0,0,0,0,10%2F30%2F2015
Seth Curry,SAC,1,1,0,3.8,8,10,1,0,2,2,1,12.5,12.5,10%2F30%2F2015
Shabazz Muhammad,MIN,1,1,0,16.2,5,11,0,0,1,0,0,0,0,10%2F30%2F2015
Shabazz Napier,ORL,1,0,1,0.5,1,1,0,0,0,0,0,0,0,10%2F30%2F2015
Shane Larkin,BKN,1,0,1,16.4,31,35,4,0,5,9,4,12.9,12.9,10%2F30%2F2015
Shaun Livingston,GSW,1,1,0,20,42,41,0,1,7,3,3,0,7.1,10%2F30%2F2015
Sonny Weems,PHX,1,1,0,16.8,17,20,0,0,3,0,0,0,0,10%2F30%2F2015
Spencer Hawes,CHA,1,0,1,17.9,21,22,4,0,6,10,4,19,19,10%2F30%2F2015
Stanley Johnson,DET,1,1,0,12,16,13,1,0,2,2,1,6.3,6.3,10%2F30%2F2015
Stephen Curry,GSW,1,1,0,27.4,54,51,6,0,14,12,7,11.1,13,10%2F30%2F2015
Steve Blake,DET,1,1,0,15.9,39,44,5,0,12,13,5,12.8,12.8,10%2F30%2F2015
Steven Adams,OKC,1,1,0,35.9,54,19,2,0,6,5,2,3.7,3.7,10%2F30%2F2015
T.J. McConnell,PHI,1,0,1,26.5,51,53,4,0,8,14,6,7.8,11.8,10%2F30%2F2015
T.J. Warren,PHX,1,1,0,21.9,30,28,1,1,3,2,2,3.3,6.7,10%2F30%2F2015
Taj Gibson,CHI,1,0,1,19.6,16,15,0,0,2,0,0,0,0,10%2F30%2F2015
Tarik Black,LAL,1,0,1,6.6,6,3,0,0,0,0,0,0,0,10%2F30%2F2015
Tayshaun Prince,MIN,1,1,0,29.3,24,17,2,0,2,4,2,8.3,8.3,10%2F30%2F2015
